position_id,account_id,security_id,qty,avg_cost,last_px,updated_at
123,93,11,-65.0,132.199538,155,2026-08-28 16:00:00
124,56,2,1045.0,417.283005,420,2026-08-28 16:00:00
125,53,5,200.0,890.0989,880,2026-08-28 16:00:00
126,31,1,-550.0,186.758636,190,2026-08-28 16:00:00
127,135,3,1315.0,164.883726,165,2026-08-28 16:00:00
128,30,8,750.0,452.029853,450,2026-08-28 16:00:00
129,58,11,510.0,157.14898,155,2026-08-28 16:00:00
130,73,10,375.0,270.012667,275,2026-08-28 16:00:00
131,39,1,220.0,186.285909,190,2026-08-28 16:00:00
132,108,16,235.0,455.249617,450,2026-08-28 16:00:00
133,112,5,360.0,887.992889,880,2026-08-28 16:00:00
134,116,15,525.0,520.955543,530,2026-08-28 16:00:00
135,56,11,165.0,154.073636,155,2026-08-28 16:00:00
136,6,3,175.0,169.171943,165,2026-08-28 16:00:00
137,91,7,195.0,191.374564,198,2026-08-28 16:00:00
138,64,18,950.0,215.287105,215,2026-08-28 16:00:00
139,57,1,295.0,192.410847,190,2026-08-28 16:00:00
140,91,6,820.0,520.429232,510,2026-08-28 16:00:00
141,10,3,60.0,155.781833,165,2026-08-28 16:00:00
142,19,12,150.0,509.0744,520,2026-08-28 16:00:00
143,158,12,750.0,518.934667,520,2026-08-28 16:00:00
144,157,8,240.0,456.061875,450,2026-08-28 16:00:00
145,115,1,735.0,190.432939,190,2026-08-28 16:00:00
146,97,12,160.0,528.085188,520,2026-08-28 16:00:00
147,97,6,660.0,499.978409,510,2026-08-28 16:00:00
148,49,14,950.0,152.6062,155,2026-08-28 16:00:00
149,23,10,625.0,274.5736,275,2026-08-28 16:00:00
150,24,18,450.0,217.407778,215,2026-08-28 16:00:00
151,22,12,100.0,518.2157,520,2026-08-28 16:00:00
152,147,20,-15.0,64.816,77,2026-08-28 16:00:00
153,142,11,-150.0,169.606667,155,2026-08-28 16:00:00
154,138,12,-340.0,500.586265,520,2026-08-28 16:00:00
155,61,2,325.0,422.856892,420,2026-08-28 16:00:00
156,15,17,-475.0,198.821747,205,2026-08-28 16:00:00
157,93,7,975.0,198.185897,198,2026-08-28 16:00:00
158,67,3,-525.0,166.718552,165,2026-08-28 16:00:00
159,154,1,205.0,187.69478,190,2026-08-28 16:00:00
160,102,19,660.0,91.885606,92,2026-08-28 16:00:00
161,49,5,850.0,893.877306,880,2026-08-28 16:00:00
162,49,11,-310.0,154.806452,155,2026-08-28 16:00:00
163,57,12,300.0,517.1642,520,2026-08-28 16:00:00
164,129,4,710.0,186.239577,185,2026-08-28 16:00:00
165,21,16,1150.0,453.428191,450,2026-08-28 16:00:00
166,110,13,225.0,110.564844,112,2026-08-28 16:00:00
167,17,2,-300.0,395.083333,420,2026-08-28 16:00:00
168,10,13,300.0,114.0896,112,2026-08-28 16:00:00
169,122,5,185.0,885.985135,880,2026-08-28 16:00:00
170,131,20,1040.0,75.524279,77,2026-08-28 16:00:00
171,11,18,-450.0,212.663889,215,2026-08-28 16:00:00
172,131,3,-540.0,166.53987,165,2026-08-28 16:00:00
173,25,2,375.0,416.45,420,2026-08-28 16:00:00
174,103,15,-100.0,520.3831,530,2026-08-28 16:00:00
175,47,20,1100.0,75.457045,77,2026-08-28 16:00:00
176,148,19,425.0,91.877012,92,2026-08-28 16:00:00
177,14,1,85.0,192.602353,190,2026-08-28 16:00:00
178,104,8,500.0,455.0995,450,2026-08-28 16:00:00
179,143,18,650.0,219.571923,215,2026-08-28 16:00:00
180,154,16,110.0,434.447727,450,2026-08-28 16:00:00
181,43,16,145.0,456.274828,450,2026-08-28 16:00:00
182,107,2,-785.0,425.502433,420,2026-08-28 16:00:00
183,156,11,900.0,156.200278,155,2026-08-28 16:00:00
184,77,18,320.0,214.613188,215,2026-08-28 16:00:00
185,144,16,1015.0,447.878256,450,2026-08-28 16:00:00
186,69,6,675.0,508.504296,510,2026-08-28 16:00:00
187,144,13,985.0,111.913797,112,2026-08-28 16:00:00
188,52,20,-140.0,85.562286,77,2026-08-28 16:00:00
189,2,11,175.0,154.362571,155,2026-08-28 16:00:00
190,135,8,145.0,451.048,450,2026-08-28 16:00:00
191,159,17,125.0,198.85864,205,2026-08-28 16:00:00
192,98,4,360.0,186.724194,185,2026-08-28 16:00:00
193,137,1,410.0,190.47978,190,2026-08-28 16:00:00
194,40,1,285.0,186.952526,190,2026-08-28 16:00:00
195,31,18,675.0,214.278904,215,2026-08-28 16:00:00
196,98,13,175.0,113.791943,112,2026-08-28 16:00:00
197,37,4,300.0,190.026733,185,2026-08-28 16:00:00
198,50,4,1875.0,183.599712,185,2026-08-28 16:00:00
199,33,8,140.0,414.727857,450,2026-08-28 16:00:00
200,125,18,960.0,217.52799,215,2026-08-28 16:00:00
201,130,1,810.0,191.251605,190,2026-08-28 16:00:00
202,75,5,1840.0,876.010022,880,2026-08-28 16:00:00
203,145,5,475.0,904.4556,880,2026-08-28 16:00:00
204,11,11,810.0,155.686395,155,2026-08-28 16:00:00
205,89,16,435.0,436.428621,450,2026-08-28 16:00:00
206,59,14,-355.0,154.120169,155,2026-08-28 16:00:00
207,132,2,760.0,425.054855,420,2026-08-28 16:00:00
208,59,13,210.0,114.483333,112,2026-08-28 16:00:00
209,155,18,-175.0,214.575543,215,2026-08-28 16:00:00
210,26,14,585.0,154.643419,155,2026-08-28 16:00:00
211,93,4,990.0,185.292929,185,2026-08-28 16:00:00
212,143,16,650.0,441.288846,450,2026-08-28 16:00:00
213,55,17,200.0,202.75875,205,2026-08-28 16:00:00
214,130,4,200.0,188.7632,185,2026-08-28 16:00:00
215,8,16,905.0,443.948309,450,2026-08-28 16:00:00
216,88,3,250.0,169.71764,165,2026-08-28 16:00:00
217,68,7,-40.0,189.49625,198,2026-08-28 16:00:00
218,11,16,800.0,443.702612,450,2026-08-28 16:00:00
219,129,12,935.0,532.88693,520,2026-08-28 16:00:00
220,48,18,750.0,216.449333,215,2026-08-28 16:00:00
221,34,19,225.0,92.507778,92,2026-08-28 16:00:00
222,77,9,325.0,97.002923,97,2026-08-28 16:00:00
223,93,12,210.0,507.440619,520,2026-08-28 16:00:00
224,45,10,-675.0,281.176667,275,2026-08-28 16:00:00
225,108,20,525.0,77.915314,77,2026-08-28 16:00:00
226,93,19,520.0,90.883269,92,2026-08-28 16:00:00
227,25,3,425.0,163.770941,165,2026-08-28 16:00:00
228,135,6,375.0,503.343547,510,2026-08-28 16:00:00
229,89,10,-425.0,270.127647,275,2026-08-28 16:00:00
230,100,13,792.0,113.656225,112,2026-08-28 16:00:00
231,126,7,-390.0,188.775513,198,2026-08-28 16:00:00
232,65,13,1025.0,113.2424,112,2026-08-28 16:00:00
233,122,13,-75.0,121.839067,112,2026-08-28 16:00:00
234,150,4,1225.0,185.033673,185,2026-08-28 16:00:00
235,16,12,-200.0,524.125,520,2026-08-28 16:00:00
236,92,5,-30.0,935.735,880,2026-08-28 16:00:00
237,142,6,310.0,519.340806,510,2026-08-28 16:00:00
238,159,8,20.0,448.555,450,2026-08-28 16:00:00
239,134,3,400.0,169.71845,165,2026-08-28 16:00:00
240,66,2,235.0,426.933404,420,2026-08-28 16:00:00
241,107,12,700.0,522.837286,520,2026-08-28 16:00:00
242,137,20,225.0,76.798178,77,2026-08-28 16:00:00
243,131,18,700.0,211.9075,215,2026-08-28 16:00:00
244,146,7,960.0,195.887958,198,2026-08-28 16:00:00
245,107,4,550.0,181.756364,185,2026-08-28 16:00:00
246,101,15,220.0,524.582955,530,2026-08-28 16:00:00
247,103,17,700.0,206.04,205,2026-08-28 16:00:00
248,111,11,-350.0,154.1948,155,2026-08-28 16:00:00
249,160,5,400.0,877.548975,880,2026-08-28 16:00:00
250,74,1,240.0,185.0825,190,2026-08-28 16:00:00
251,100,9,855.0,96.942959,97,2026-08-28 16:00:00
252,51,17,543.0,203.855912,205,2026-08-28 16:00:00
253,36,3,215.0,158.395488,165,2026-08-28 16:00:00
254,149,18,1100.0,216.291909,215,2026-08-28 16:00:00
255,114,9,265.0,98.233623,97,2026-08-28 16:00:00
256,48,13,512.0,114.28877,112,2026-08-28 16:00:00
257,53,3,775.0,163.742503,165,2026-08-28 16:00:00
258,134,4,125.0,187.70096,185,2026-08-28 16:00:00
259,102,10,644.0,271.883339,275,2026-08-28 16:00:00
260,46,15,-25.0,521.7852,530,2026-08-28 16:00:00
261,99,17,-160.0,201.537937,205,2026-08-28 16:00:00
262,34,7,1594.0,198.987679,198,2026-08-28 16:00:00
263,117,14,1425.0,150.874575,155,2026-08-28 16:00:00
264,10,5,510.0,886.990667,880,2026-08-28 16:00:00
265,147,18,130.0,206.951538,215,2026-08-28 16:00:00
266,35,4,350.0,184.311257,185,2026-08-28 16:00:00
267,110,20,135.0,77.706593,77,2026-08-28 16:00:00
268,1,4,725.0,181.10949,185,2026-08-28 16:00:00
269,86,11,275.0,152.716,155,2026-08-28 16:00:00
270,43,19,1025.0,93.345054,92,2026-08-28 16:00:00
271,56,17,1375.0,206.505876,205,2026-08-28 16:00:00
272,135,10,600.0,275.10485,275,2026-08-28 16:00:00
273,23,11,65.0,158.095385,155,2026-08-28 16:00:00
274,31,9,775.0,99.135458,97,2026-08-28 16:00:00
275,80,20,585.0,78.346632,77,2026-08-28 16:00:00
276,121,8,860.0,452.576012,450,2026-08-28 16:00:00
277,44,10,1000.0,275.66618,275,2026-08-28 16:00:00
278,41,16,-300.0,458.9747,450,2026-08-28 16:00:00
279,116,18,225.0,212.090133,215,2026-08-28 16:00:00
280,76,2,310.0,412.607258,420,2026-08-28 16:00:00
281,37,16,875.0,432.806286,450,2026-08-28 16:00:00
282,109,20,350.0,76.850714,77,2026-08-28 16:00:00
283,124,3,690.0,165.129855,165,2026-08-28 16:00:00
284,149,10,500.0,274.06334,275,2026-08-28 16:00:00
285,149,6,700.0,515.6286,510,2026-08-28 16:00:00
286,4,4,700.0,184.925714,185,2026-08-28 16:00:00
287,38,20,-90.0,73.07,77,2026-08-28 16:00:00
288,14,6,-125.0,511.694,510,2026-08-28 16:00:00
289,11,4,300.0,195.791367,185,2026-08-28 16:00:00
290,50,17,1228.0,207.140285,205,2026-08-28 16:00:00
291,65,7,1425.0,199.608056,198,2026-08-28 16:00:00
292,65,10,550.0,266.462418,275,2026-08-28 16:00:00
293,67,9,670.0,96.475776,97,2026-08-28 16:00:00
294,86,10,1710.0,271.670988,275,2026-08-28 16:00:00
295,22,15,1150.0,526.333513,530,2026-08-28 16:00:00
296,87,2,670.0,425.568806,420,2026-08-28 16:00:00
297,12,8,720.0,451.760333,450,2026-08-28 16:00:00
298,57,3,125.0,171.69176,165,2026-08-28 16:00:00
299,44,12,925.0,511.574908,520,2026-08-28 16:00:00
300,33,7,1335.0,196.187288,198,2026-08-28 16:00:00
301,90,14,-475.0,153.339663,155,2026-08-28 16:00:00
302,128,6,350.0,499.791429,510,2026-08-28 16:00:00
303,46,6,500.0,507.74864,510,2026-08-28 16:00:00
304,52,13,480.0,113.754896,112,2026-08-28 16:00:00
305,92,9,385.0,94.865896,97,2026-08-28 16:00:00
306,62,3,560.0,167.785179,165,2026-08-28 16:00:00
307,119,1,385.0,193.398182,190,2026-08-28 16:00:00
308,94,2,325.0,415.629292,420,2026-08-28 16:00:00
309,54,8,-100.0,437.6724,450,2026-08-28 16:00:00
310,75,15,-25.0,468.1052,530,2026-08-28 16:00:00
311,38,16,1200.0,443.5882,450,2026-08-28 16:00:00
312,134,11,1125.0,155.692276,155,2026-08-28 16:00:00
313,144,2,1025.0,415.74442,420,2026-08-28 16:00:00
314,130,11,825.0,153.541988,155,2026-08-28 16:00:00
315,132,13,200.0,111.3775,112,2026-08-28 16:00:00
316,105,9,75.0,91.66,97,2026-08-28 16:00:00
317,58,1,450.0,189.974267,190,2026-08-28 16:00:00
318,124,19,-612.0,91.835212,92,2026-08-28 16:00:00
319,92,6,435.0,523.031908,510,2026-08-28 16:00:00
320,140,11,385.0,159.141403,155,2026-08-28 16:00:00
321,27,7,-1125.0,195.128667,198,2026-08-28 16:00:00
322,20,1,415.0,189.772072,190,2026-08-28 16:00:00
323,155,7,20.0,193.595,198,2026-08-28 16:00:00
324,136,7,50.0,200.112,198,2026-08-28 16:00:00
325,105,4,700.0,188.738929,185,2026-08-28 16:00:00
326,58,18,515.0,209.283165,215,2026-08-28 16:00:00
327,152,4,550.0,184.272291,185,2026-08-28 16:00:00
328,72,5,-6.0,589.86,880,2026-08-28 16:00:00
329,139,11,-250.0,144.97968,155,2026-08-28 16:00:00
330,78,6,-680.0,518.388162,510,2026-08-28 16:00:00
331,127,19,460.0,91.464348,92,2026-08-28 16:00:00
332,92,14,-550.0,150.615618,155,2026-08-28 16:00:00
333,146,17,190.0,209.676842,205,2026-08-28 16:00:00
334,128,17,1060.0,207.060745,205,2026-08-28 16:00:00
335,160,3,275.0,165.727273,165,2026-08-28 16:00:00
336,111,18,1000.0,215.57725,215,2026-08-28 16:00:00
337,69,18,65.0,243.133692,215,2026-08-28 16:00:00
338,53,14,150.0,156.485,155,2026-08-28 16:00:00
339,112,14,950.0,154.089116,155,2026-08-28 16:00:00
340,102,5,-75.0,1070.755067,880,2026-08-28 16:00:00
341,109,7,1190.0,198.229798,198,2026-08-28 16:00:00
342,79,1,380.0,189.298421,190,2026-08-28 16:00:00
343,100,1,225.0,183.814622,190,2026-08-28 16:00:00
344,42,9,275.0,103.212109,97,2026-08-28 16:00:00
345,73,7,75.0,187.618933,198,2026-08-28 16:00:00
346,154,9,10.0,98.22,97,2026-08-28 16:00:00
347,49,9,400.0,98.493275,97,2026-08-28 16:00:00
348,61,20,59.0,74.760678,77,2026-08-28 16:00:00
349,153,9,485.0,95.644639,97,2026-08-28 16:00:00
350,2,9,600.0,96.394167,97,2026-08-28 16:00:00
351,81,2,985.0,423.984457,420,2026-08-28 16:00:00
352,81,16,850.0,444.166118,450,2026-08-28 16:00:00
353,11,15,-375.0,508.263493,530,2026-08-28 16:00:00
354,55,19,450.0,92.618889,92,2026-08-28 16:00:00
355,23,1,610.0,191.595738,190,2026-08-28 16:00:00
356,154,14,85.0,155.503294,155,2026-08-28 16:00:00
357,127,17,170.0,203.584412,205,2026-08-28 16:00:00
358,13,18,-175.0,208.846343,215,2026-08-28 16:00:00
359,155,9,560.0,96.449518,97,2026-08-28 16:00:00
360,112,18,240.0,235.53625,215,2026-08-28 16:00:00
361,150,8,50.0,414.7418,450,2026-08-28 16:00:00
362,30,16,165.0,451.72303,450,2026-08-28 16:00:00
363,34,10,625.0,278.092128,275,2026-08-28 16:00:00
364,59,4,625.0,184.3232,185,2026-08-28 16:00:00
365,28,20,510.0,78.730706,77,2026-08-28 16:00:00
366,128,4,-200.0,192.31375,185,2026-08-28 16:00:00
367,22,9,850.0,97.828247,97,2026-08-28 16:00:00
368,114,5,250.0,877.956,880,2026-08-28 16:00:00
369,148,2,225.0,435.843333,420,2026-08-28 16:00:00
370,140,20,900.0,76.844478,77,2026-08-28 16:00:00
371,6,1,125.0,196.03,190,2026-08-28 16:00:00
372,115,10,300.0,278.584167,275,2026-08-28 16:00:00
373,84,17,675.0,200.940222,205,2026-08-28 16:00:00
374,104,19,1281.0,92.408486,92,2026-08-28 16:00:00
375,122,2,220.0,411.907273,420,2026-08-28 16:00:00
376,76,16,-110.0,457.478545,450,2026-08-28 16:00:00
377,18,2,-225.0,433.0924,420,2026-08-28 16:00:00
378,115,5,-160.0,860.8655,880,2026-08-28 16:00:00
379,7,19,353.0,92.265892,92,2026-08-28 16:00:00
380,158,11,166.0,147.717229,155,2026-08-28 16:00:00
381,138,14,85.0,145.241765,155,2026-08-28 16:00:00
382,90,7,640.0,199.610875,198,2026-08-28 16:00:00
383,82,11,725.0,155.640124,155,2026-08-28 16:00:00
384,156,16,125.0,446.99648,450,2026-08-28 16:00:00
385,32,12,572.0,525.957745,520,2026-08-28 16:00:00
386,50,19,225.0,90.353289,92,2026-08-28 16:00:00
387,1,14,485.0,154.659835,155,2026-08-28 16:00:00
388,137,15,200.0,566.1148,530,2026-08-28 16:00:00
389,123,14,1100.0,156.786282,155,2026-08-28 16:00:00
390,159,15,185.0,506.235568,530,2026-08-28 16:00:00
391,152,7,210.0,198.005714,198,2026-08-28 16:00:00
392,80,19,400.0,91.799375,92,2026-08-28 16:00:00
393,85,6,720.0,502.593056,510,2026-08-28 16:00:00
394,97,7,460.0,195.324674,198,2026-08-28 16:00:00
395,12,1,740.0,190.583595,190,2026-08-28 16:00:00
396,36,13,500.0,109.93102,112,2026-08-28 16:00:00
397,82,20,125.0,77.464,77,2026-08-28 16:00:00
398,122,9,-405.0,99.097284,97,2026-08-28 16:00:00
399,66,18,587.0,215.867956,215,2026-08-28 16:00:00
400,95,16,1125.0,444.130987,450,2026-08-28 16:00:00
401,93,2,975.0,416.647067,420,2026-08-28 16:00:00
402,151,1,975.0,192.125467,190,2026-08-28 16:00:00
403,24,6,825.0,499.154848,510,2026-08-28 16:00:00
404,117,2,404.0,416.060198,420,2026-08-28 16:00:00
405,151,7,260.0,199.036538,198,2026-08-28 16:00:00
406,118,15,1240.0,525.702669,530,2026-08-28 16:00:00
407,25,13,1000.0,110.43075,112,2026-08-28 16:00:00
408,98,11,620.0,157.417548,155,2026-08-28 16:00:00
409,36,16,250.0,460.94024,450,2026-08-28 16:00:00
410,64,12,10.0,954.725,520,2026-08-28 16:00:00
411,12,14,250.0,153.03,155,2026-08-28 16:00:00
412,154,11,750.0,155.967187,155,2026-08-28 16:00:00
413,60,17,-365.0,212.235342,205,2026-08-28 16:00:00
414,85,11,235.0,157.565319,155,2026-08-28 16:00:00
415,14,5,260.0,873.723462,880,2026-08-28 16:00:00
416,78,10,1050.0,270.36639,275,2026-08-28 16:00:00
417,153,18,1058.0,216.104726,215,2026-08-28 16:00:00
418,40,7,975.0,195.257436,198,2026-08-28 16:00:00
419,19,14,910.0,158.290187,155,2026-08-28 16:00:00
420,8,5,510.0,872.481745,880,2026-08-28 16:00:00
421,133,7,-275.0,202.854836,198,2026-08-28 16:00:00
422,28,19,600.0,91.430833,92,2026-08-28 16:00:00
423,74,14,185.0,152.990811,155,2026-08-28 16:00:00
424,50,9,-450.0,98.431533,97,2026-08-28 16:00:00
425,3,2,25.0,412.7532,420,2026-08-28 16:00:00
426,81,8,50.0,463.824,450,2026-08-28 16:00:00
427,72,8,10.0,444.028,450,2026-08-28 16:00:00
428,84,15,-575.0,524.291739,530,2026-08-28 16:00:00
429,9,5,-90.0,949.081778,880,2026-08-28 16:00:00
430,66,16,-500.0,459.4813,450,2026-08-28 16:00:00
431,144,14,-200.0,158.64625,155,2026-08-28 16:00:00
432,98,19,525.0,92.365886,92,2026-08-28 16:00:00
433,28,13,1075.0,110.46693,112,2026-08-28 16:00:00
434,58,2,580.0,413.503862,420,2026-08-28 16:00:00
435,19,17,250.0,201.576,205,2026-08-28 16:00:00
436,36,15,650.0,518.0848,530,2026-08-28 16:00:00
437,9,4,600.0,186.560417,185,2026-08-28 16:00:00
438,147,16,350.0,448.45,450,2026-08-28 16:00:00
439,101,18,-750.0,216.396107,215,2026-08-28 16:00:00
440,143,15,215.0,532.16107,530,2026-08-28 16:00:00
441,44,14,1350.0,154.932341,155,2026-08-28 16:00:00
442,98,6,25.0,537.72,510,2026-08-28 16:00:00
443,97,8,550.0,440.498509,450,2026-08-28 16:00:00
444,47,12,190.0,467.918947,520,2026-08-28 16:00:00
445,14,12,275.0,509.722036,520,2026-08-28 16:00:00
446,79,3,560.0,163.554018,165,2026-08-28 16:00:00
447,137,12,840.0,528.342798,520,2026-08-28 16:00:00
448,109,16,-25.0,427.35,450,2026-08-28 16:00:00
449,119,20,400.0,74.51375,77,2026-08-28 16:00:00
450,51,3,-380.0,165.520658,165,2026-08-28 16:00:00
451,47,18,-325.0,218.906123,215,2026-08-28 16:00:00
452,34,4,940.0,183.666489,185,2026-08-28 16:00:00
453,22,14,-200.0,153.26775,155,2026-08-28 16:00:00
454,129,20,300.0,77.3803,77,2026-08-28 16:00:00
455,14,13,445.0,109.344652,112,2026-08-28 16:00:00
456,108,8,-5.0,240.076,450,2026-08-28 16:00:00
457,94,11,150.0,157.308467,155,2026-08-28 16:00:00
458,28,5,400.0,876.906925,880,2026-08-28 16:00:00
459,65,18,-150.0,210.4718,215,2026-08-28 16:00:00
460,103,20,-40.0,80.026,77,2026-08-28 16:00:00
461,76,9,700.0,96.983257,97,2026-08-28 16:00:00
