ledger_id,account_id,execution_id,amount,ccy,reason_code,value_dt,created_at
27,143,27,-6744.22,USD,TRADE,2026-08-18,2026-08-18 15:25:00.175000
28,84,28,7764.01,USD,TRADE,2026-08-20,2026-08-20 14:04:40.119000
29,35,29,2863.01,USD,TRADE,2026-08-26,2026-08-26 11:42:47.726000
30,35,30,2866.26,USD,TRADE,2026-08-26,2026-08-26 11:42:48.201000
31,26,31,51045.01,USD,TRADE,2026-08-27,2026-08-27 14:22:03.677000
32,13,32,-1898.91,USD,TRADE,2026-08-20,2026-08-20 10:50:36.171000
33,13,33,-2054.99,USD,TRADE,2026-08-20,2026-08-20 10:50:36.193000
34,34,34,-5215.49,USD,TRADE,2026-08-21,2026-08-21 15:11:07.073000
35,34,35,-5215.49,USD,TRADE,2026-08-21,2026-08-21 15:11:07.631000
36,122,36,40823.01,USD,TRADE,2026-08-24,2026-08-24 13:37:06.489000
37,16,37,219272.5,USD,TRADE,2026-08-25,2026-08-25 12:43:06.668000
38,98,38,1957.51,USD,TRADE,2026-08-27,2026-08-27 11:29:32.460000
39,106,39,-11582.49,USD,TRADE,2026-08-26,2026-08-26 12:26:46.113000
40,106,40,-11565.99,USD,TRADE,2026-08-26,2026-08-26 12:26:46.575000
41,34,41,-1712.11,USD,TRADE,2026-08-17,2026-08-17 13:35:35.314000
42,34,42,-1712.03,USD,TRADE,2026-08-17,2026-08-17 13:35:35.440000
43,34,43,-1926.27,USD,TRADE,2026-08-17,2026-08-17 13:35:35.618000
44,28,44,-13242.24,USD,TRADE,2026-08-27,2026-08-27 11:07:48.678000
45,28,45,-13249.49,USD,TRADE,2026-08-27,2026-08-27 11:07:49.371000
46,28,46,-13232.24,USD,TRADE,2026-08-27,2026-08-27 11:07:49.420000
47,87,47,6104.37,USD,TRADE,2026-08-17,2026-08-17 10:55:09.449000
48,95,48,-1347.54,USD,TRADE,2026-08-24,2026-08-24 15:36:38.454000
49,95,49,-1346.99,USD,TRADE,2026-08-24,2026-08-24 15:36:38.898000
50,36,50,19017.0,USD,TRADE,2026-08-21,2026-08-21 11:07:00.093000
51,112,51,38473.0,USD,TRADE,2026-08-26,2026-08-26 09:55:20.652000
52,23,52,3850.76,USD,TRADE,2026-08-18,2026-08-18 10:27:37.542000
53,131,53,-14509.74,USD,TRADE,2026-08-24,2026-08-24 11:46:52.201000
54,119,54,-13506.99,USD,TRADE,2026-08-28,2026-08-28 12:43:59.077000
55,80,55,-3208.95,USD,TRADE,2026-08-26,2026-08-26 09:03:23.614000
56,80,56,-3211.23,USD,TRADE,2026-08-26,2026-08-26 09:03:24.094000
57,80,57,-3206.61,USD,TRADE,2026-08-26,2026-08-26 09:03:24.781000
58,80,58,-3743.19,USD,TRADE,2026-08-26,2026-08-26 09:03:25.288000
59,116,59,-1824.49,USD,TRADE,2026-08-24,2026-08-24 14:05:32.401000
60,105,60,-1841.43,USD,TRADE,2026-08-28,2026-08-28 09:50:40.173000
61,105,61,-1994.02,USD,TRADE,2026-08-28,2026-08-28 09:50:40.872000
62,80,62,-22575.0,USD,TRADE,2026-08-19,2026-08-19 13:45:05.559000
63,131,63,-80097.99,USD,TRADE,2026-08-17,2026-08-17 11:19:11.123000
64,135,64,6581.73,USD,TRADE,2026-08-24,2026-08-24 15:39:08.064000
65,135,65,6995.87,USD,TRADE,2026-08-24,2026-08-24 15:39:08.538000
66,135,66,6994.85,USD,TRADE,2026-08-24,2026-08-24 15:39:08.797000
67,121,67,20144.01,USD,TRADE,2026-08-24,2026-08-24 14:36:28.161000
68,124,68,-50734.99,USD,TRADE,2026-08-27,2026-08-27 09:45:54.247000
69,7,69,-31939.0,USD,TRADE,2026-08-17,2026-08-17 12:32:23.363000
70,10,70,45974.37,USD,TRADE,2026-08-26,2026-08-26 14:53:08.764000
71,29,71,-27702.99,USD,TRADE,2026-08-20,2026-08-20 11:07:03.568000
72,29,72,-27715.99,USD,TRADE,2026-08-20,2026-08-20 11:07:04.176000
73,75,73,7830.01,USD,TRADE,2026-08-17,2026-08-17 13:22:15.539000
74,142,74,28055.01,USD,TRADE,2026-08-25,2026-08-25 15:30:02.663000
75,86,75,-452512.5,USD,TRADE,2026-08-17,2026-08-17 11:34:21.057000
76,52,76,20405.51,USD,TRADE,2026-08-24,2026-08-24 11:32:25.359000
77,52,77,20431.01,USD,TRADE,2026-08-24,2026-08-24 11:32:25.826000
78,99,78,-7887.99,USD,TRADE,2026-08-19,2026-08-19 12:44:31.320000
79,99,79,-7893.49,USD,TRADE,2026-08-19,2026-08-19 12:44:31.675000
80,115,80,-12422.77,USD,TRADE,2026-08-25,2026-08-25 10:44:28.078000
81,115,81,-12507.62,USD,TRADE,2026-08-25,2026-08-25 10:44:28.470000
82,115,82,-12499.27,USD,TRADE,2026-08-25,2026-08-25 10:44:28.521000
83,113,83,-31296.24,USD,TRADE,2026-08-19,2026-08-19 09:15:49.474000
84,113,84,-31281.24,USD,TRADE,2026-08-19,2026-08-19 09:15:49.634000
85,81,85,-16136.19,USD,TRADE,2026-08-20,2026-08-20 09:01:47.239000
86,81,86,-16230.05,USD,TRADE,2026-08-20,2026-08-20 09:01:47.969000
87,81,87,-16205.0,USD,TRADE,2026-08-20,2026-08-20 09:01:48.193000
88,116,88,-77411.49,USD,TRADE,2026-08-26,2026-08-26 09:51:43.673000
89,131,89,-109388.75,USD,TRADE,2026-08-18,2026-08-18 10:50:08.646000
90,131,90,-109281.25,USD,TRADE,2026-08-18,2026-08-18 10:50:08.982000
91,135,91,-23433.99,USD,TRADE,2026-08-25,2026-08-25 15:36:04.621000
92,111,92,-20078.99,USD,TRADE,2026-08-17,2026-08-17 15:07:33.100000
93,71,93,-21548.99,USD,TRADE,2026-08-21,2026-08-21 13:34:05.049000
94,71,94,-21573.49,USD,TRADE,2026-08-21,2026-08-21 13:34:05.340000
95,107,95,-2537.7,USD,TRADE,2026-08-17,2026-08-17 12:56:40.081000
96,107,96,-2539.02,USD,TRADE,2026-08-17,2026-08-17 12:56:40.596000
97,107,97,-2614.57,USD,TRADE,2026-08-17,2026-08-17 12:56:41.237000
98,89,98,-16551.99,USD,TRADE,2026-08-19,2026-08-19 15:23:32.413000
99,64,99,-25498.99,USD,TRADE,2026-08-24,2026-08-24 13:46:20.422000
100,56,100,45397.5,USD,TRADE,2026-08-24,2026-08-24 09:03:18.432000
101,14,101,-2283.49,USD,TRADE,2026-08-27,2026-08-27 10:23:35.645000
102,101,102,-39242.49,USD,TRADE,2026-08-24,2026-08-24 13:23:48.505000
103,156,103,-5092.99,USD,TRADE,2026-08-19,2026-08-19 11:59:39.565000
104,156,104,-5092.74,USD,TRADE,2026-08-19,2026-08-19 11:59:39.891000
105,95,105,-38203.75,USD,TRADE,2026-08-18,2026-08-18 12:37:19.617000
106,95,106,-38223.75,USD,TRADE,2026-08-18,2026-08-18 12:37:20.281000
107,38,107,-4488.39,USD,TRADE,2026-08-17,2026-08-17 13:44:07.502000
108,36,108,40555.0,USD,TRADE,2026-08-20,2026-08-20 13:20:42.758000
109,157,109,-8315.19,USD,TRADE,2026-08-20,2026-08-20 10:17:35.344000
110,157,110,-8773.48,USD,TRADE,2026-08-20,2026-08-20 10:17:36.102000
111,157,111,-8780.51,USD,TRADE,2026-08-20,2026-08-20 10:17:36.709000
112,157,112,-8782.98,USD,TRADE,2026-08-20,2026-08-20 10:17:37.133000
113,75,113,42591.01,USD,TRADE,2026-08-21,2026-08-21 14:05:22.298000
114,151,114,-32876.49,USD,TRADE,2026-08-20,2026-08-20 09:42:57.583000
115,105,115,-66662.49,USD,TRADE,2026-08-26,2026-08-26 14:12:48.776000
116,45,116,1908.09,USD,TRADE,2026-08-19,2026-08-19 09:53:25.601000
117,45,117,1907.61,USD,TRADE,2026-08-19,2026-08-19 09:53:25.912000
118,45,118,2066.79,USD,TRADE,2026-08-19,2026-08-19 09:53:26.468000
119,45,119,2066.66,USD,TRADE,2026-08-19,2026-08-19 09:53:27.004000
120,29,120,-7530.49,USD,TRADE,2026-08-19,2026-08-19 14:29:41.645000
121,115,121,-4897.49,USD,TRADE,2026-08-24,2026-08-24 11:37:46.435000
122,115,122,-4891.99,USD,TRADE,2026-08-24,2026-08-24 11:37:47.161000
123,95,123,-19548.75,USD,TRADE,2026-08-20,2026-08-20 10:08:30.700000
124,95,124,-19546.25,USD,TRADE,2026-08-20,2026-08-20 10:08:31.416000
125,135,125,-1622.19,USD,TRADE,2026-08-27,2026-08-27 14:23:04.552000
126,135,126,-1622.64,USD,TRADE,2026-08-27,2026-08-27 14:23:05.306000
127,135,127,-2162.59,USD,TRADE,2026-08-27,2026-08-27 14:23:05.848000
128,117,128,-444182.5,USD,TRADE,2026-08-27,2026-08-27 12:29:36.612000
129,89,129,-80162.5,USD,TRADE,2026-08-27,2026-08-27 09:59:57.450000
130,115,130,-4046.57,USD,TRADE,2026-08-25,2026-08-25 09:43:42.794000
131,115,131,-4051.75,USD,TRADE,2026-08-25,2026-08-25 09:43:43.288000
132,115,132,-4160.09,USD,TRADE,2026-08-25,2026-08-25 09:43:43.742000
133,115,133,-4159.33,USD,TRADE,2026-08-25,2026-08-25 09:43:44.015000
134,71,134,1949.11,USD,TRADE,2026-08-18,2026-08-18 09:51:42.270000
135,113,135,-22518.99,USD,TRADE,2026-08-27,2026-08-27 10:48:55.632000
136,61,136,13561.51,USD,TRADE,2026-08-19,2026-08-19 14:33:14.715000
137,61,137,13576.51,USD,TRADE,2026-08-19,2026-08-19 14:33:14.783000
138,135,138,7874.01,USD,TRADE,2026-08-25,2026-08-25 12:09:19.494000
139,106,139,-7617.99,USD,TRADE,2026-08-27,2026-08-27 13:08:24.761000
140,106,140,-7610.99,USD,TRADE,2026-08-27,2026-08-27 13:08:25.055000
141,155,141,-68449.43,USD,TRADE,2026-08-18,2026-08-18 10:51:48.779000
142,155,142,-68941.93,USD,TRADE,2026-08-18,2026-08-18 10:51:49.047000
143,155,143,-68971.99,USD,TRADE,2026-08-18,2026-08-18 10:51:49.473000
144,83,144,-27125.99,USD,TRADE,2026-08-25,2026-08-25 12:34:41.799000
145,95,145,-3762.24,USD,TRADE,2026-08-25,2026-08-25 09:36:55.220000
146,95,146,-3765.99,USD,TRADE,2026-08-25,2026-08-25 09:36:55.823000
147,141,147,38013.75,USD,TRADE,2026-08-21,2026-08-21 15:52:31.575000
148,141,148,37941.25,USD,TRADE,2026-08-21,2026-08-21 15:52:32.131000
149,13,149,-4814.24,USD,TRADE,2026-08-25,2026-08-25 10:53:40.702000
150,111,150,-38523.24,USD,TRADE,2026-08-18,2026-08-18 09:33:09.435000
151,58,151,-6836.99,USD,TRADE,2026-08-18,2026-08-18 14:54:41.104000
152,85,152,-3490.09,USD,TRADE,2026-08-18,2026-08-18 13:58:02.307000
153,85,153,-3577.93,USD,TRADE,2026-08-18,2026-08-18 13:58:03
154,5,154,2345.85,USD,TRADE,2026-08-28,2026-08-28 10:48:52.359000
155,5,155,2543.24,USD,TRADE,2026-08-28,2026-08-28 10:48:53.084000
156,89,156,-31685.49,USD,TRADE,2026-08-18,2026-08-18 12:14:53.669000
157,89,157,-31682.49,USD,TRADE,2026-08-18,2026-08-18 12:14:54.191000
158,97,158,3939.01,USD,TRADE,2026-08-19,2026-08-19 14:37:42.409000
159,100,159,-76852.5,USD,TRADE,2026-08-24,2026-08-24 09:05:00.588000
160,7,160,-32037.0,USD,TRADE,2026-08-24,2026-08-24 13:05:38.605000
161,44,161,-21571.24,USD,TRADE,2026-08-21,2026-08-21 11:17:31.272000
162,153,162,-791.59,USD,TRADE,2026-08-20,2026-08-20 12:06:08.362000
163,35,163,40473.51,USD,TRADE,2026-08-24,2026-08-24 13:44:12.609000
164,97,164,-2453.99,USD,TRADE,2026-08-25,2026-08-25 11:07:59.468000
165,97,165,-2453.24,USD,TRADE,2026-08-25,2026-08-25 11:07:59.906000
166,78,166,21926.01,USD,TRADE,2026-08-21,2026-08-21 14:09:45.448000
167,78,167,21941.51,USD,TRADE,2026-08-21,2026-08-21 14:09:46.186000
168,78,168,21930.01,USD,TRADE,2026-08-21,2026-08-21 14:09:46.814000
169,78,169,21936.01,USD,TRADE,2026-08-21,2026-08-21 14:09:46.945000
170,43,170,11873.01,USD,TRADE,2026-08-17,2026-08-17 13:41:43.591000
171,57,171,-81816.99,USD,TRADE,2026-08-24,2026-08-24 12:29:49.767000
172,88,172,6339.81,USD,TRADE,2026-08-20,2026-08-20 13:30:22.043000
173,88,173,6867.56,USD,TRADE,2026-08-20,2026-08-20 13:30:22.756000
174,133,174,251012.5,USD,TRADE,2026-08-27,2026-08-27 10:21:35.049000
175,116,175,-3358.74,USD,TRADE,2026-08-25,2026-08-25 12:00:45.394000
176,116,176,-3449.11,USD,TRADE,2026-08-25,2026-08-25 12:00:45.530000
177,136,177,-23024.49,USD,TRADE,2026-08-28,2026-08-28 12:39:25.624000
178,81,178,-9257.49,USD,TRADE,2026-08-20,2026-08-20 11:07:11.670000
179,143,179,-85268.55,USD,TRADE,2026-08-26,2026-08-26 11:08:11.595000
180,143,180,-85812.27,USD,TRADE,2026-08-26,2026-08-26 11:08:12.033000
181,143,181,-85838.99,USD,TRADE,2026-08-26,2026-08-26 11:08:12.780000
182,43,182,-16037.99,USD,TRADE,2026-08-28,2026-08-28 09:50:48.582000
183,30,183,-12158.49,USD,TRADE,2026-08-27,2026-08-27 15:23:34.053000
184,30,184,-12158.49,USD,TRADE,2026-08-27,2026-08-27 15:23:34.162000
185,30,185,-12152.24,USD,TRADE,2026-08-27,2026-08-27 15:23:34.424000
186,30,186,-12155.99,USD,TRADE,2026-08-27,2026-08-27 15:23:35.149000
187,110,187,-5123.09,USD,TRADE,2026-08-28,2026-08-28 10:50:13.316000
188,25,188,-21654.99,USD,TRADE,2026-08-25,2026-08-25 09:17:55.521000
189,25,189,-21666.74,USD,TRADE,2026-08-25,2026-08-25 09:17:56.183000
190,20,190,-84812.5,USD,TRADE,2026-08-25,2026-08-25 13:47:17.768000
191,17,191,-35222.87,USD,TRADE,2026-08-25,2026-08-25 10:27:52.371000
192,17,192,-35378.27,USD,TRADE,2026-08-25,2026-08-25 10:27:52.438000
193,17,193,-35379.94,USD,TRADE,2026-08-25,2026-08-25 10:27:52.474000
194,113,194,-17138.88,USD,TRADE,2026-08-17,2026-08-17 12:12:44.400000
195,113,195,-17129.64,USD,TRADE,2026-08-17,2026-08-17 12:12:44.473000
196,113,196,-17659.57,USD,TRADE,2026-08-17,2026-08-17 12:12:45.236000
197,109,197,-21461.99,USD,TRADE,2026-08-26,2026-08-26 09:14:24.713000
198,145,198,-14349.99,USD,TRADE,2026-08-28,2026-08-28 14:10:28.122000
199,151,199,-8280.99,USD,TRADE,2026-08-24,2026-08-24 12:20:50.727000
200,53,200,10339.01,USD,TRADE,2026-08-28,2026-08-28 13:12:47.266000
201,53,201,10339.51,USD,TRADE,2026-08-28,2026-08-28 13:12:47.358000
202,93,202,23294.01,USD,TRADE,2026-08-19,2026-08-19 12:55:53.621000
203,56,203,-83583.0,USD,TRADE,2026-08-17,2026-08-17 15:25:32.105000
204,53,204,-44521.49,USD,TRADE,2026-08-27,2026-08-27 11:25:37.138000
205,53,205,-44508.49,USD,TRADE,2026-08-27,2026-08-27 11:25:37.214000
206,31,206,14279.76,USD,TRADE,2026-08-19,2026-08-19 14:00:10.770000
207,31,207,14277.51,USD,TRADE,2026-08-19,2026-08-19 14:00:11.133000
208,135,208,-82327.5,USD,TRADE,2026-08-21,2026-08-21 14:36:40.281000
209,30,209,-32847.24,USD,TRADE,2026-08-27,2026-08-27 09:02:54.751000
210,58,210,-7907.49,USD,TRADE,2026-08-20,2026-08-20 12:58:46.248000
211,58,211,-7895.49,USD,TRADE,2026-08-20,2026-08-20 12:58:46.678000
212,73,212,-20274.24,USD,TRADE,2026-08-24,2026-08-24 09:35:29.625000
213,73,213,-20271.99,USD,TRADE,2026-08-24,2026-08-24 09:35:30.395000
214,39,214,-1951.19,USD,TRADE,2026-08-25,2026-08-25 09:14:34.126000
215,108,215,-1383.96,USD,TRADE,2026-08-17,2026-08-17 10:45:17.785000
216,108,216,-1384.08,USD,TRADE,2026-08-17,2026-08-17 10:45:18.322000
217,108,217,-1846.79,USD,TRADE,2026-08-17,2026-08-17 10:45:18.418000
218,112,218,-89110.99,USD,TRADE,2026-08-20,2026-08-20 11:16:54.159000
219,112,219,-88999.99,USD,TRADE,2026-08-20,2026-08-20 11:16:54.290000
220,116,220,-39651.99,USD,TRADE,2026-08-24,2026-08-24 12:07:34.741000
221,56,221,-15515.99,USD,TRADE,2026-08-19,2026-08-19 09:45:15.483000
222,56,222,-15500.99,USD,TRADE,2026-08-19,2026-08-19 09:45:15.758000
223,36,223,-9078.99,USD,TRADE,2026-08-17,2026-08-17 09:53:49.620000
224,6,224,-1354.19,USD,TRADE,2026-08-20,2026-08-20 14:28:51.192000
225,6,225,-1352.75,USD,TRADE,2026-08-20,2026-08-20 14:28:51.953000
226,6,226,-1522.62,USD,TRADE,2026-08-20,2026-08-20 14:28:52.364000
227,91,227,-996.99,USD,TRADE,2026-08-19,2026-08-19 11:17:28.082000
228,91,228,-997.64,USD,TRADE,2026-08-19,2026-08-19 11:17:28.242000
229,64,229,-107687.5,USD,TRADE,2026-08-17,2026-08-17 12:50:45.204000
230,57,230,-14658.24,USD,TRADE,2026-08-21,2026-08-21 09:51:30.244000
231,91,231,-5161.29,USD,TRADE,2026-08-19,2026-08-19 10:37:20.575000
232,10,232,-26547.71,USD,TRADE,2026-08-17,2026-08-17 10:38:14.351000
233,10,233,-26742.7,USD,TRADE,2026-08-17,2026-08-17 10:38:14.971000
234,10,234,-26749.38,USD,TRADE,2026-08-17,2026-08-17 10:38:15.104000
235,19,235,-76250.49,USD,TRADE,2026-08-25,2026-08-25 13:06:21.344000
236,158,236,-51433.99,USD,TRADE,2026-08-20,2026-08-20 14:37:52.420000
237,158,237,-51364.99,USD,TRADE,2026-08-20,2026-08-20 14:37:52.473000
238,157,238,-68525.49,USD,TRADE,2026-08-28,2026-08-28 09:59:31.674000
239,115,239,-28106.49,USD,TRADE,2026-08-21,2026-08-21 10:15:44.190000
240,97,240,38177.01,USD,TRADE,2026-08-27,2026-08-27 12:06:53.127000
241,97,241,-257927.5,USD,TRADE,2026-08-18,2026-08-18 13:57:05.074000
242,49,242,-15308.99,USD,TRADE,2026-08-27,2026-08-27 14:59:46.075000
243,23,243,-20217.99,USD,TRADE,2026-08-28,2026-08-28 12:12:06.502000
244,24,244,31620.51,USD,TRADE,2026-08-25,2026-08-25 10:23:56.083000
245,22,245,-1592.79,USD,TRADE,2026-08-27,2026-08-27 12:48:37.261000
246,22,246,-1594.17,USD,TRADE,2026-08-27,2026-08-27 12:48:37.685000
247,22,247,-2123.83,USD,TRADE,2026-08-27,2026-08-27 12:48:38.219000
248,147,248,-1269.15,USD,TRADE,2026-08-19,2026-08-19 09:48:28.226000
249,147,249,-1346.37,USD,TRADE,2026-08-19,2026-08-19 09:48:28.855000
250,147,250,-1346.71,USD,TRADE,2026-08-19,2026-08-19 09:48:28.964000
251,142,251,-30297.0,USD,TRADE,2026-08-21,2026-08-21 13:29:58.596000
252,138,252,252727.5,USD,TRADE,2026-08-25,2026-08-25 11:24:41.059000
253,61,253,-64260.99,USD,TRADE,2026-08-26,2026-08-26 11:57:23.120000
254,35,254,-55349.0,USD,TRADE,2026-08-26,2026-08-26 15:52:20.797000
255,15,255,10412.01,USD,TRADE,2026-08-19,2026-08-19 09:19:45.275000
256,93,256,5001.26,USD,TRADE,2026-08-21,2026-08-21 11:52:29.584000
257,67,257,-6241.41,USD,TRADE,2026-08-21,2026-08-21 09:24:03.040000
258,67,258,-6410.83,USD,TRADE,2026-08-21,2026-08-21 09:24:03.545000
259,154,259,-18914.99,USD,TRADE,2026-08-20,2026-08-20 11:38:51.713000
260,102,260,-9085.99,USD,TRADE,2026-08-18,2026-08-18 09:32:42.303000
261,49,261,-88831.99,USD,TRADE,2026-08-27,2026-08-27 15:15:57.448000
262,49,262,-88885.99,USD,TRADE,2026-08-27,2026-08-27 15:15:58.065000
263,49,263,7752.01,USD,TRADE,2026-08-20,2026-08-20 14:34:40.119000
264,49,264,7757.51,USD,TRADE,2026-08-20,2026-08-20 14:34:40.881000
265,49,265,7758.51,USD,TRADE,2026-08-20,2026-08-20 14:34:41.597000
266,57,266,38705.01,USD,TRADE,2026-08-20,2026-08-20 14:55:19.617000
267,57,267,38696.76,USD,TRADE,2026-08-20,2026-08-20 14:55:19.709000
268,129,268,-9055.99,USD,TRADE,2026-08-25,2026-08-25 13:19:26.343000
269,21,269,-4484.79,USD,TRADE,2026-08-24,2026-08-24 14:11:20.110000
270,110,270,-2045.61,USD,TRADE,2026-08-25,2026-08-25 12:24:00.038000
271,110,271,-2159.2,USD,TRADE,2026-08-25,2026-08-25 12:24:00.289000
272,110,272,-2156.92,USD,TRADE,2026-08-25,2026-08-25 12:24:00.628000
273,110,273,-2158.82,USD,TRADE,2026-08-25,2026-08-25 12:24:01.163000
274,17,274,-21509.49,USD,TRADE,2026-08-21,2026-08-21 11:29:46.188000
275,17,275,-21478.49,USD,TRADE,2026-08-21,2026-08-21 11:29:46.227000
276,17,276,-21499.99,USD,TRADE,2026-08-21,2026-08-21 11:29:46.463000
277,17,277,-21475.99,USD,TRADE,2026-08-21,2026-08-21 11:29:46.999000
278,10,278,-565.99,USD,TRADE,2026-08-21,2026-08-21 15:34:39.409000
279,122,279,-87640.99,USD,TRADE,2026-08-20,2026-08-20 14:43:40.448000
280,131,280,-37802.5,USD,TRADE,2026-08-18,2026-08-18 11:07:50.740000
281,11,281,31713.51,USD,TRADE,2026-08-26,2026-08-26 10:44:59.525000
282,131,282,16259.01,USD,TRADE,2026-08-18,2026-08-18 11:41:14.713000
283,25,283,-62423.49,USD,TRADE,2026-08-17,2026-08-17 15:08:42.370000
284,103,284,53463.01,USD,TRADE,2026-08-21,2026-08-21 15:24:44.126000
285,103,285,53504.01,USD,TRADE,2026-08-21,2026-08-21 15:24:44.640000
286,47,286,-3845.49,USD,TRADE,2026-08-25,2026-08-25 15:22:39.690000
287,148,287,-18593.0,USD,TRADE,2026-08-20,2026-08-20 14:55:21.591000
288,14,288,9257.51,USD,TRADE,2026-08-19,2026-08-19 13:54:30.248000
289,104,289,11487.51,USD,TRADE,2026-08-18,2026-08-18 12:28:51.125000
290,143,290,-16277.49,USD,TRADE,2026-08-17,2026-08-17 15:05:50.359000
291,154,291,-32756.49,USD,TRADE,2026-08-24,2026-08-24 14:28:07.402000
292,43,292,11088.01,USD,TRADE,2026-08-19,2026-08-19 15:45:47.215000
293,107,293,53044.01,USD,TRADE,2026-08-28,2026-08-28 09:49:57.586000
294,107,294,53042.76,USD,TRADE,2026-08-28,2026-08-28 09:49:58.100000
295,107,295,53006.51,USD,TRADE,2026-08-28,2026-08-28 09:49:58.828000
296,107,296,52985.26,USD,TRADE,2026-08-28,2026-08-28 09:49:58.954000
297,156,297,-15411.99,USD,TRADE,2026-08-27,2026-08-27 12:26:38.636000
298,77,298,-7817.61,USD,TRADE,2026-08-24,2026-08-24 14:47:59.202000
299,77,299,-8022.79,USD,TRADE,2026-08-24,2026-08-24 14:47:59.949000
300,144,300,46034.01,USD,TRADE,2026-08-28,2026-08-28 13:42:45.074000
301,69,301,-50100.99,USD,TRADE,2026-08-21,2026-08-21 14:16:09.777000
302,144,302,-1148.59,USD,TRADE,2026-08-20,2026-08-20 13:50:50.075000
303,52,303,-1411.29,USD,TRADE,2026-08-26,2026-08-26 15:14:58.211000
304,52,304,-1487.93,USD,TRADE,2026-08-26,2026-08-26 15:14:58.353000
305,52,305,-1488.5,USD,TRADE,2026-08-26,2026-08-26 15:14:58.658000
306,52,306,-1488.5,USD,TRADE,2026-08-26,2026-08-26 15:14:58.842000
307,2,307,-3977.99,USD,TRADE,2026-08-26,2026-08-26 14:59:09.522000
308,2,308,-3972.24,USD,TRADE,2026-08-26,2026-08-26 14:59:09.908000
309,135,309,-90207.0,USD,TRADE,2026-08-19,2026-08-19 13:04:50.359000
310,159,310,-5179.99,USD,TRADE,2026-08-26,2026-08-26 13:52:48.060000
311,98,311,-569.46,USD,TRADE,2026-08-25,2026-08-25 11:34:46.064000
312,98,312,-569.73,USD,TRADE,2026-08-25,2026-08-25 11:34:46.412000
313,98,313,-759.99,USD,TRADE,2026-08-25,2026-08-25 11:34:46.603000
314,137,314,-38791.0,USD,TRADE,2026-08-18,2026-08-18 10:42:40.682000
315,40,315,-2219.55,USD,TRADE,2026-08-26,2026-08-26 14:21:02.437000
316,40,316,-2404.04,USD,TRADE,2026-08-26,2026-08-26 14:21:02.900000
317,31,317,-2175.09,USD,TRADE,2026-08-17,2026-08-17 14:46:39.641000
318,98,318,-2843.49,USD,TRADE,2026-08-17,2026-08-17 12:10:34.325000
319,98,319,-2842.74,USD,TRADE,2026-08-17,2026-08-17 12:10:34.356000
320,37,320,2191.41,USD,TRADE,2026-08-17,2026-08-17 09:36:38.544000
321,37,321,2376.32,USD,TRADE,2026-08-17,2026-08-17 09:36:38.790000
322,50,322,-93392.5,USD,TRADE,2026-08-19,2026-08-19 14:51:36.518000
323,33,323,-67425.99,USD,TRADE,2026-08-18,2026-08-18 11:39:04.600000
324,110,324,-100607.0,USD,TRADE,2026-08-17,2026-08-17 11:15:50.476000
325,125,325,-21944.99,USD,TRADE,2026-08-18,2026-08-18 10:41:38.764000
326,130,326,-1905.79,USD,TRADE,2026-08-28,2026-08-28 13:25:49.421000
