execution_id,order_id,account_id,security_id,fill_qty,fill_px,commission,venue,fill_ts
44,31,28,12,25,529.65,0.99,DARK,2026-08-27 11:07:48.678000
45,31,28,12,25,529.94,0.99,ARCA,2026-08-27 11:07:49.371000
46,31,28,12,25,529.25,0.99,ARCA,2026-08-27 11:07:49.420000
47,32,87,12,12,508.78,0.99,NASDAQ,2026-08-17 10:55:09.449000
48,33,95,10,5,269.31,0.99,BATS,2026-08-24 15:36:38.454000
49,33,95,10,5,269.2,0.99,DARK,2026-08-24 15:36:38.898000
50,35,36,9,200,95.09,1.0,NYSE,2026-08-21 11:07:00.093000
51,36,112,1,200,192.37,1.0,ARCA,2026-08-26 09:55:20.652000
52,37,23,14,25,154.07,0.99,DARK,2026-08-18 10:27:37.542000
53,38,131,7,75,193.45,0.99,BATS,2026-08-24 11:46:52.201000
54,39,119,19,150,90.04,0.99,NYSE,2026-08-28 12:43:59.077000
55,40,80,15,6,534.66,0.99,NYSE,2026-08-26 09:03:23.614000
56,40,80,15,6,535.04,0.99,DARK,2026-08-26 09:03:24.094000
57,40,80,15,6,534.27,0.99,DARK,2026-08-26 09:03:24.781000
58,40,80,15,7,534.6,0.99,NYSE,2026-08-26 09:03:25.288000
59,41,116,4,10,182.35,0.99,BATS,2026-08-24 14:05:32.401000
60,42,105,11,12,153.37,0.99,DARK,2026-08-28 09:50:40.173000
61,42,105,11,13,153.31,0.99,ARCA,2026-08-28 09:50:40.872000
62,43,80,13,200,112.87,1.0,BATS,2026-08-19 13:45:05.559000
63,44,131,12,150,533.98,0.99,DARK,2026-08-17 11:19:11.123000
64,45,135,2,16,411.42,0.99,NASDAQ,2026-08-24 15:39:08.064000
65,45,135,2,17,411.58,0.99,BATS,2026-08-24 15:39:08.538000
66,45,135,2,17,411.52,0.99,ARCA,2026-08-24 15:39:08.797000
67,46,121,7,100,201.45,0.99,NYSE,2026-08-24 14:36:28.161000
68,47,124,12,100,507.34,0.99,ARCA,2026-08-27 09:45:54.247000
69,48,7,14,200,159.69,1.0,NASDAQ,2026-08-17 12:32:23.363000
70,49,10,10,166,276.96,0.99,BATS,2026-08-26 14:53:08.764000
71,50,29,10,100,277.02,0.99,DARK,2026-08-20 11:07:03.568000
72,50,29,10,100,277.15,0.99,NASDAQ,2026-08-20 11:07:04.176000
73,51,75,14,50,156.62,0.99,DARK,2026-08-17 13:22:15.539000
74,52,142,1,150,187.04,0.99,DARK,2026-08-25 15:30:02.663000
75,53,86,5,500,905.02,2.5,NYSE,2026-08-17 11:34:21.057000
76,54,52,2,50,408.13,0.99,ARCA,2026-08-24 11:32:25.359000
77,54,52,2,50,408.64,0.99,BATS,2026-08-24 11:32:25.826000
78,55,99,11,50,157.74,0.99,NYSE,2026-08-19 12:44:31.320000
79,55,99,11,50,157.85,0.99,ARCA,2026-08-19 12:44:31.675000
80,56,115,20,166,74.83,0.99,BATS,2026-08-25 10:44:28.078000
81,56,115,20,167,74.89,0.99,NASDAQ,2026-08-25 10:44:28.470000
82,56,115,20,167,74.84,0.99,DARK,2026-08-25 10:44:28.521000
83,57,113,2,75,417.27,0.99,DARK,2026-08-19 09:15:49.474000
84,57,113,2,75,417.07,0.99,BATS,2026-08-19 09:15:49.634000
85,58,81,9,166,97.2,0.99,ARCA,2026-08-20 09:01:47.239000
86,58,81,9,167,97.18,0.99,BATS,2026-08-20 09:01:47.969000
87,58,81,9,167,97.03,0.99,NYSE,2026-08-20 09:01:48.193000
88,59,116,6,150,516.07,0.99,ARCA,2026-08-26 09:51:43.673000
89,60,131,8,250,437.55,1.25,NYSE,2026-08-18 10:50:08.646000
90,60,131,8,250,437.12,1.25,BATS,2026-08-18 10:50:08.982000
91,61,135,14,150,156.22,0.99,NASDAQ,2026-08-25 15:36:04.621000
92,62,111,17,100,200.78,0.99,DARK,2026-08-17 15:07:33.100000
93,63,71,5,25,861.92,0.99,DARK,2026-08-21 13:34:05.049000
94,63,71,5,25,862.9,0.99,DARK,2026-08-21 13:34:05.340000
95,64,107,20,33,76.87,0.99,BATS,2026-08-17 12:56:40.081000
96,64,107,20,33,76.91,0.99,ARCA,2026-08-17 12:56:40.596000
97,64,107,20,34,76.87,0.99,ARCA,2026-08-17 12:56:41.237000
98,65,89,13,150,110.34,0.99,BATS,2026-08-19 15:23:32.413000
99,66,64,6,50,509.96,0.99,NASDAQ,2026-08-24 13:46:20.422000
100,67,56,19,500,90.8,2.5,BATS,2026-08-24 09:03:18.432000
101,68,14,19,25,91.3,0.99,NYSE,2026-08-27 10:23:35.645000
102,69,101,12,75,523.22,0.99,NASDAQ,2026-08-24 13:23:48.505000
103,70,156,17,25,203.68,0.99,DARK,2026-08-19 11:59:39.565000
104,70,156,17,25,203.67,0.99,NYSE,2026-08-19 11:59:39.891000
105,71,95,11,250,152.81,1.25,DARK,2026-08-18 12:37:19.617000
106,71,95,11,250,152.89,1.25,BATS,2026-08-18 12:37:20.281000
107,72,38,8,10,448.74,0.99,NYSE,2026-08-17 13:44:07.502000
108,73,36,17,200,202.78,1.0,ARCA,2026-08-20 13:20:42.758000
109,74,157,16,18,461.9,0.99,DARK,2026-08-20 10:17:35.344000
110,74,157,16,19,461.71,0.99,NYSE,2026-08-20 10:17:36.102000
111,74,157,16,19,462.08,0.99,BATS,2026-08-20 10:17:36.709000
112,74,157,16,19,462.21,0.99,NASDAQ,2026-08-20 10:17:37.133000
113,75,75,2,100,425.92,0.99,DARK,2026-08-21 14:05:22.298000
114,76,151,8,75,438.34,0.99,NASDAQ,2026-08-20 09:42:57.583000
115,77,105,16,150,444.41,0.99,NYSE,2026-08-26 14:12:48.776000
116,78,45,14,12,159.09,0.99,ARCA,2026-08-19 09:53:25.601000
117,78,45,14,12,159.05,0.99,DARK,2026-08-19 09:53:25.912000
118,78,45,14,13,159.06,0.99,NASDAQ,2026-08-19 09:53:26.468000
119,78,45,14,13,159.05,0.99,NASDAQ,2026-08-19 09:53:27.004000
120,79,29,11,50,150.59,0.99,BATS,2026-08-19 14:29:41.645000
121,81,115,9,50,97.93,0.99,ARCA,2026-08-24 11:37:46.435000
122,81,115,9,50,97.82,0.99,ARCA,2026-08-24 11:37:47.161000
123,82,95,20,250,78.19,1.25,NASDAQ,2026-08-20 10:08:30.700000
124,82,95,20,250,78.18,1.25,NYSE,2026-08-20 10:08:31.416000
125,83,135,15,3,540.4,0.99,NASDAQ,2026-08-27 14:23:04.552000
126,83,135,15,3,540.55,0.99,NYSE,2026-08-27 14:23:05.306000
127,83,135,15,4,540.4,0.99,NYSE,2026-08-27 14:23:05.848000
128,84,117,5,500,888.36,2.5,BATS,2026-08-27 12:29:36.612000
129,85,89,3,500,160.32,2.5,BATS,2026-08-27 09:59:57.450000
130,86,115,13,37,109.34,0.99,ARCA,2026-08-25 09:43:42.794000
131,86,115,13,37,109.48,0.99,DARK,2026-08-25 09:43:43.288000
132,86,115,13,38,109.45,0.99,NASDAQ,2026-08-25 09:43:43.742000
133,86,115,13,38,109.43,0.99,NASDAQ,2026-08-25 09:43:44.015000
134,87,71,7,10,195.01,0.99,BATS,2026-08-18 09:51:42.270000
135,88,113,8,50,450.36,0.99,ARCA,2026-08-27 10:48:55.632000
136,89,61,10,50,271.25,0.99,BATS,2026-08-19 14:33:14.715000
137,89,61,10,50,271.55,0.99,BATS,2026-08-19 14:33:14.783000
138,90,135,11,50,157.5,0.99,DARK,2026-08-25 12:09:19.494000
139,91,106,14,50,152.34,0.99,NYSE,2026-08-27 13:08:24.761000
140,91,106,14,50,152.2,0.99,DARK,2026-08-27 13:08:25.055000
141,92,155,2,166,412.34,0.99,BATS,2026-08-18 10:51:48.779000
142,92,155,2,167,412.82,0.99,NASDAQ,2026-08-18 10:51:49.047000
143,92,155,2,167,413.0,0.99,DARK,2026-08-18 10:51:49.473000
144,93,83,10,100,271.25,0.99,NASDAQ,2026-08-25 12:34:41.799000
145,94,95,11,25,150.45,0.99,BATS,2026-08-25 09:36:55.220000
146,94,95,11,25,150.6,0.99,BATS,2026-08-25 09:36:55.823000
147,95,141,11,250,152.06,1.25,NYSE,2026-08-21 15:52:31.575000
148,95,141,11,250,151.77,1.25,NYSE,2026-08-21 15:52:32.131000
149,96,13,1,25,192.53,0.99,BATS,2026-08-25 10:53:40.702000
150,98,111,6,75,513.63,0.99,NASDAQ,2026-08-18 09:33:09.435000
151,99,58,10,25,273.44,0.99,BATS,2026-08-18 14:54:41.104000
152,100,85,19,37,94.3,0.99,DARK,2026-08-18 13:58:02.307000
153,100,85,19,38,94.13,0.99,ARCA,2026-08-18 13:58:03
154,101,5,7,12,195.57,0.99,NASDAQ,2026-08-28 10:48:52.359000
155,101,5,7,13,195.71,0.99,DARK,2026-08-28 10:48:53.084000
156,102,89,2,75,422.46,0.99,BATS,2026-08-18 12:14:53.669000
157,102,89,2,75,422.42,0.99,DARK,2026-08-18 12:14:54.191000
158,103,97,14,25,157.6,0.99,NASDAQ,2026-08-19 14:37:42.409000
159,104,100,11,500,153.7,2.5,NYSE,2026-08-24 09:05:00.588000
160,105,7,3,200,160.18,1.0,BATS,2026-08-24 13:05:38.605000
161,106,44,5,25,862.81,0.99,BATS,2026-08-21 11:17:31.272000
162,107,153,20,10,79.06,0.99,DARK,2026-08-20 12:06:08.362000
163,108,35,10,150,269.83,0.99,ARCA,2026-08-24 13:44:12.609000
164,109,97,9,25,98.12,0.99,NYSE,2026-08-25 11:07:59.468000
165,109,97,9,25,98.09,0.99,NASDAQ,2026-08-25 11:07:59.906000
166,110,78,8,50,438.54,0.99,ARCA,2026-08-21 14:09:45.448000
167,110,78,8,50,438.85,0.99,DARK,2026-08-21 14:09:46.186000
168,110,78,8,50,438.62,0.99,NYSE,2026-08-21 14:09:46.814000
169,110,78,8,50,438.74,0.99,ARCA,2026-08-21 14:09:46.945000
170,111,43,20,150,79.16,0.99,DARK,2026-08-17 13:41:43.591000
171,112,57,15,150,545.44,0.99,ARCA,2026-08-24 12:29:49.767000
172,113,88,15,12,528.4,0.99,NYSE,2026-08-20 13:30:22.043000
173,113,88,15,13,528.35,0.99,NASDAQ,2026-08-20 13:30:22.756000
174,114,133,6,500,502.03,2.5,NASDAQ,2026-08-27 10:21:35.049000
175,115,116,19,37,90.75,0.99,BATS,2026-08-25 12:00:45.394000
176,115,116,19,38,90.74,0.99,BATS,2026-08-25 12:00:45.530000
177,116,136,11,150,153.49,0.99,NASDAQ,2026-08-28 12:39:25.624000
178,117,81,4,50,185.13,0.99,NASDAQ,2026-08-20 11:07:11.670000
179,118,143,6,166,513.66,0.99,BATS,2026-08-26 11:08:11.595000
180,118,143,6,167,513.84,0.99,BATS,2026-08-26 11:08:12.033000
181,118,143,6,167,514.0,0.99,BATS,2026-08-26 11:08:12.780000
182,119,43,3,100,160.37,0.99,DARK,2026-08-28 09:50:48.582000
183,120,30,9,125,97.26,0.99,ARCA,2026-08-27 15:23:34.053000
184,120,30,9,125,97.26,0.99,NYSE,2026-08-27 15:23:34.162000
185,120,30,9,125,97.21,0.99,DARK,2026-08-27 15:23:34.424000
186,120,30,9,125,97.24,0.99,DARK,2026-08-27 15:23:35.149000
187,121,110,6,10,512.21,0.99,DARK,2026-08-28 10:50:13.316000
188,122,25,5,25,866.16,0.99,ARCA,2026-08-25 09:17:55.521000
189,122,25,5,25,866.63,0.99,BATS,2026-08-25 09:17:56.183000
190,123,20,3,500,169.62,2.5,ARCA,2026-08-25 13:47:17.768000
191,124,17,18,166,212.18,0.99,NYSE,2026-08-25 10:27:52.371000
192,124,17,18,167,211.84,0.99,BATS,2026-08-25 10:27:52.438000
193,124,17,18,167,211.85,0.99,NASDAQ,2026-08-25 10:27:52.474000
194,125,113,15,33,519.33,0.99,NASDAQ,2026-08-17 12:12:44.400000
195,125,113,15,33,519.05,0.99,ARCA,2026-08-17 12:12:44.473000
196,125,113,15,34,519.37,0.99,NASDAQ,2026-08-17 12:12:45.236000
197,127,109,5,25,858.44,0.99,DARK,2026-08-26 09:14:24.713000
198,128,145,1,75,191.32,0.99,NYSE,2026-08-28 14:10:28.122000
199,129,151,13,75,110.4,0.99,ARCA,2026-08-24 12:20:50.727000
200,130,53,17,50,206.8,0.99,DARK,2026-08-28 13:12:47.266000
201,130,53,17,50,206.81,0.99,NYSE,2026-08-28 13:12:47.358000
202,131,93,11,150,155.3,0.99,ARCA,2026-08-19 12:55:53.621000
203,132,56,2,200,417.91,1.0,DARK,2026-08-17 15:25:32.105000
204,133,53,5,50,890.41,0.99,DARK,2026-08-27 11:25:37.138000
205,133,53,5,50,890.15,0.99,NASDAQ,2026-08-27 11:25:37.214000
206,134,31,1,75,190.41,0.99,NYSE,2026-08-19 14:00:10.770000
207,134,31,1,75,190.38,0.99,ARCA,2026-08-19 14:00:11.133000
208,135,135,3,500,164.65,2.5,DARK,2026-08-21 14:36:40.281000
209,136,30,8,75,437.95,0.99,BATS,2026-08-27 09:02:54.751000
210,137,58,11,50,158.13,0.99,NYSE,2026-08-20 12:58:46.248000
211,137,58,11,50,157.89,0.99,BATS,2026-08-20 12:58:46.678000
212,138,73,10,75,270.31,0.99,NASDAQ,2026-08-24 09:35:29.625000
213,138,73,10,75,270.28,0.99,NASDAQ,2026-08-24 09:35:30.395000
214,139,39,1,10,195.02,0.99,NASDAQ,2026-08-25 09:14:34.126000
215,140,108,16,3,460.99,0.99,NYSE,2026-08-17 10:45:17.785000
216,140,108,16,3,461.03,0.99,BATS,2026-08-17 10:45:18.322000
217,140,108,16,4,461.45,0.99,NYSE,2026-08-17 10:45:18.418000
218,141,112,5,100,891.1,0.99,DARK,2026-08-20 11:16:54.159000
219,141,112,5,100,889.99,0.99,NASDAQ,2026-08-20 11:16:54.290000
220,142,116,15,75,528.68,0.99,NYSE,2026-08-24 12:07:34.741000
221,143,56,11,100,155.15,0.99,DARK,2026-08-19 09:45:15.483000
222,143,56,11,100,155.0,0.99,NYSE,2026-08-19 09:45:15.758000
223,144,36,4,50,181.56,0.99,NYSE,2026-08-17 09:53:49.620000
224,145,6,3,8,169.15,0.99,BATS,2026-08-20 14:28:51.192000
225,145,6,3,8,168.97,0.99,NYSE,2026-08-20 14:28:51.953000
226,145,6,3,9,169.07,0.99,NASDAQ,2026-08-20 14:28:52.364000
227,146,91,7,5,199.2,0.99,BATS,2026-08-19 11:17:28.082000
228,146,91,7,5,199.33,0.99,DARK,2026-08-19 11:17:28.242000
229,147,64,18,500,215.37,2.5,DARK,2026-08-17 12:50:45.204000
230,148,57,1,75,195.43,0.99,BATS,2026-08-21 09:51:30.244000
231,149,91,6,10,516.03,0.99,BATS,2026-08-19 10:37:20.575000
232,150,10,3,166,159.92,0.99,NASDAQ,2026-08-17 10:38:14.351000
233,150,10,3,167,160.13,0.99,NASDAQ,2026-08-17 10:38:14.971000
234,150,10,3,167,160.17,0.99,ARCA,2026-08-17 10:38:15.104000
235,151,19,12,150,508.33,0.99,DARK,2026-08-25 13:06:21.344000
236,152,158,12,100,514.33,0.99,DARK,2026-08-20 14:37:52.420000
237,152,158,12,100,513.64,0.99,ARCA,2026-08-20 14:37:52.473000
238,153,157,8,150,456.83,0.99,ARCA,2026-08-28 09:59:31.674000
239,154,115,1,150,187.37,0.99,BATS,2026-08-21 10:15:44.190000
240,155,97,12,75,509.04,0.99,NASDAQ,2026-08-27 12:06:53.127000
241,156,97,6,500,515.85,2.5,NASDAQ,2026-08-18 13:57:05.074000
242,157,49,14,100,153.08,0.99,BATS,2026-08-27 14:59:46.075000
243,158,23,10,75,269.56,0.99,ARCA,2026-08-28 12:12:06.502000
244,159,24,18,150,210.81,0.99,NYSE,2026-08-25 10:23:56.083000
245,160,22,12,3,530.6,0.99,NYSE,2026-08-27 12:48:37.261000
246,160,22,12,3,531.06,0.99,NYSE,2026-08-27 12:48:37.685000
247,160,22,12,4,530.71,0.99,DARK,2026-08-27 12:48:38.219000
248,161,147,20,16,79.26,0.99,NASDAQ,2026-08-19 09:48:28.226000
249,161,147,20,17,79.14,0.99,NYSE,2026-08-19 09:48:28.855000
250,161,147,20,17,79.16,0.99,BATS,2026-08-19 09:48:28.964000
251,162,142,11,200,151.48,1.0,ARCA,2026-08-21 13:29:58.596000
252,163,138,12,500,505.46,2.5,ARCA,2026-08-25 11:24:41.059000
253,164,61,2,150,428.4,0.99,NASDAQ,2026-08-26 11:57:23.120000
254,165,35,10,200,276.74,1.0,ARCA,2026-08-26 15:52:20.797000
255,166,15,17,50,208.26,0.99,NYSE,2026-08-19 09:19:45.275000
256,167,93,7,25,200.09,0.99,NASDAQ,2026-08-21 11:52:29.584000
257,168,67,3,37,168.66,0.99,NYSE,2026-08-21 09:24:03.040000
258,168,67,3,38,168.68,0.99,NASDAQ,2026-08-21 09:24:03.545000
259,169,154,1,100,189.14,0.99,DARK,2026-08-20 11:38:51.713000
260,170,102,19,100,90.85,0.99,ARCA,2026-08-18 09:32:42.303000
261,171,49,5,100,888.31,0.99,NYSE,2026-08-27 15:15:57.448000
262,171,49,5,100,888.85,0.99,DARK,2026-08-27 15:15:58.065000
263,172,49,11,50,155.06,0.99,ARCA,2026-08-20 14:34:40.119000
264,172,49,11,50,155.17,0.99,NASDAQ,2026-08-20 14:34:40.881000
265,172,49,11,50,155.19,0.99,NYSE,2026-08-20 14:34:41.597000
266,173,57,12,75,516.08,0.99,DARK,2026-08-20 14:55:19.617000
267,173,57,12,75,515.97,0.99,NASDAQ,2026-08-20 14:55:19.709000
268,174,129,4,50,181.1,0.99,NASDAQ,2026-08-25 13:19:26.343000
269,175,21,16,10,448.38,0.99,BATS,2026-08-24 14:11:20.110000
270,176,110,13,18,113.59,0.99,NASDAQ,2026-08-25 12:24:00.038000
271,176,110,13,19,113.59,0.99,ARCA,2026-08-25 12:24:00.289000
272,176,110,13,19,113.47,0.99,BATS,2026-08-25 12:24:00.628000
273,176,110,13,19,113.57,0.99,NASDAQ,2026-08-25 12:24:01.163000
274,177,17,2,50,430.17,0.99,BATS,2026-08-21 11:29:46.188000
275,177,17,2,50,429.55,0.99,NASDAQ,2026-08-21 11:29:46.227000
276,177,17,2,50,429.98,0.99,DARK,2026-08-21 11:29:46.463000
277,177,17,2,50,429.5,0.99,ARCA,2026-08-21 11:29:46.999000
278,178,10,13,5,113.0,0.99,ARCA,2026-08-21 15:34:39.409000
279,179,122,5,100,876.4,0.99,NYSE,2026-08-20 14:43:40.448000
280,180,131,20,500,75.6,2.5,NASDAQ,2026-08-18 11:07:50.740000
281,181,11,18,150,211.43,0.99,NYSE,2026-08-26 10:44:59.525000
282,182,131,3,100,162.6,0.99,NYSE,2026-08-18 11:41:14.713000
283,183,25,2,150,416.15,0.99,BATS,2026-08-17 15:08:42.370000
284,184,103,15,100,534.64,0.99,DARK,2026-08-21 15:24:44.126000
285,184,103,15,100,535.05,0.99,BATS,2026-08-21 15:24:44.640000
286,185,47,20,50,76.89,0.99,DARK,2026-08-25 15:22:39.690000
287,186,148,19,200,92.96,1.0,DARK,2026-08-20 14:55:21.591000
288,187,14,1,50,185.17,0.99,BATS,2026-08-19 13:54:30.248000
289,188,104,8,25,459.54,0.99,NYSE,2026-08-18 12:28:51.125000
290,189,143,18,75,217.02,0.99,DARK,2026-08-17 15:05:50.359000
291,190,154,16,75,436.74,0.99,NYSE,2026-08-24 14:28:07.402000
292,191,43,16,25,443.56,0.99,NYSE,2026-08-19 15:45:47.215000
293,192,107,2,125,424.36,0.99,DARK,2026-08-28 09:49:57.586000
294,192,107,2,125,424.35,0.99,NASDAQ,2026-08-28 09:49:58.100000
295,192,107,2,125,424.06,0.99,NASDAQ,2026-08-28 09:49:58.828000
296,192,107,2,125,423.89,0.99,DARK,2026-08-28 09:49:58.954000
297,193,156,11,100,154.11,0.99,DARK,2026-08-27 12:26:38.636000
298,194,77,18,37,211.26,0.99,ARCA,2026-08-24 14:47:59.202000
299,194,77,18,38,211.1,0.99,ARCA,2026-08-24 14:47:59.949000
300,195,144,16,100,460.35,0.99,NASDAQ,2026-08-28 13:42:45.074000
301,196,69,6,100,501.0,0.99,NASDAQ,2026-08-21 14:16:09.777000
302,197,144,13,10,114.76,0.99,ARCA,2026-08-20 13:50:50.075000
303,198,52,20,18,78.35,0.99,DARK,2026-08-26 15:14:58.211000
304,198,52,20,19,78.26,0.99,BATS,2026-08-26 15:14:58.353000
305,198,52,20,19,78.29,0.99,NASDAQ,2026-08-26 15:14:58.658000
306,198,52,20,19,78.29,0.99,ARCA,2026-08-26 15:14:58.842000
307,199,2,11,25,159.08,0.99,DARK,2026-08-26 14:59:09.522000
308,199,2,11,25,158.85,0.99,ARCA,2026-08-26 14:59:09.908000
309,200,135,8,200,451.03,1.0,NASDAQ,2026-08-19 13:04:50.359000
310,201,159,17,25,207.16,0.99,ARCA,2026-08-26 13:52:48.060000
311,202,98,4,3,189.49,0.99,NASDAQ,2026-08-25 11:34:46.064000
312,202,98,4,3,189.58,0.99,NYSE,2026-08-25 11:34:46.412000
313,202,98,4,4,189.75,0.99,DARK,2026-08-25 11:34:46.603000
314,203,137,1,200,193.95,1.0,NYSE,2026-08-18 10:42:40.682000
315,204,40,1,12,184.88,0.99,BATS,2026-08-26 14:21:02.437000
316,204,40,1,13,184.85,0.99,BATS,2026-08-26 14:21:02.900000
317,205,31,18,10,217.41,0.99,BATS,2026-08-17 14:46:39.641000
318,206,98,13,25,113.7,0.99,ARCA,2026-08-17 12:10:34.325000
319,206,98,13,25,113.67,0.99,DARK,2026-08-17 12:10:34.356000
320,207,37,4,12,182.7,0.99,NASDAQ,2026-08-17 09:36:38.544000
321,207,37,4,13,182.87,0.99,ARCA,2026-08-17 09:36:38.790000
322,208,50,4,500,186.78,2.5,ARCA,2026-08-19 14:51:36.518000
323,209,33,8,150,449.5,0.99,ARCA,2026-08-18 11:39:04.600000
324,210,110,6,200,503.03,1.0,ARCA,2026-08-17 11:15:50.476000
325,211,125,18,100,219.44,0.99,NYSE,2026-08-18 10:41:38.764000
326,212,130,1,10,190.48,0.99,DARK,2026-08-28 13:25:49.421000
327,213,75,5,75,880.56,0.99,NASDAQ,2026-08-26 13:32:05.189000
328,213,75,5,75,879.51,0.99,DARK,2026-08-26 13:32:05.665000
329,214,145,5,75,857.64,0.99,NYSE,2026-08-26 11:02:14.500000
330,215,11,11,50,155.74,0.99,BATS,2026-08-18 14:33:40.099000
331,215,11,11,50,155.74,0.99,ARCA,2026-08-18 14:33:40.347000
332,216,89,16,500,441.06,2.5,NYSE,2026-08-26 13:00:32.390000
333,217,59,14,500,152.34,2.5,NASDAQ,2026-08-24 14:07:30.607000
334,218,132,2,50,420.8,0.99,NASDAQ,2026-08-28 10:03:10.310000
335,219,115,20,100,77.42,0.99,ARCA,2026-08-26 15:30:10.290000
336,219,115,20,100,77.48,0.99,NYSE,2026-08-26 15:30:10.774000
337,220,59,13,100,114.19,0.99,NYSE,2026-08-25 10:06:01.564000
338,220,59,13,100,114.19,0.99,NASDAQ,2026-08-25 10:06:01.679000
339,221,155,18,200,213.37,1.0,DARK,2026-08-17 15:43:41.378000
340,222,26,14,8,152.99,0.99,DARK,2026-08-19 11:30:49.611000
341,222,26,14,8,152.94,0.99,NASDAQ,2026-08-19 11:30:49.638000
342,222,26,14,9,153.07,0.99,BATS,2026-08-19 11:30:50.362000
343,223,93,4,100,188.83,0.99,DARK,2026-08-19 12:41:37.793000
344,224,143,16,50,463.42,0.99,BATS,2026-08-19 11:35:35.141000
345,224,143,16,50,463.61,0.99,NYSE,2026-08-19 11:35:35.877000
346,225,55,17,25,203.47,0.99,ARCA,2026-08-25 15:21:51.465000
347,225,55,17,25,203.59,0.99,DARK,2026-08-25 15:21:51.712000
348,226,10,13,3,114.95,0.99,NYSE,2026-08-25 13:41:33.550000
349,226,10,13,3,115.0,0.99,NASDAQ,2026-08-25 13:41:34.183000
350,226,10,13,4,114.92,0.99,NYSE,2026-08-25 13:41:34.832000
351,228,24,18,150,220.87,0.99,BATS,2026-08-21 14:53:35.024000
352,229,130,4,6,188.34,0.99,BATS,2026-08-27 09:32:18.730000
353,229,130,4,6,188.35,0.99,NASDAQ,2026-08-27 09:32:19.326000
354,229,130,4,6,188.3,0.99,BATS,2026-08-27 09:32:20.121000
355,229,130,4,7,188.35,0.99,DARK,2026-08-27 09:32:20.838000
356,230,8,16,75,457.91,0.99,BATS,2026-08-18 11:04:24.274000
